Shop Location,Shop Owner,Item,Stock/Space,Price,Action,Status,Timestamp,Warp
14615 77 -1406,Hobosapian,Sniffer Egg,6,750,SELLING,Active,2026-07-08 23:44:04,/warp shopbo
14615 77 -1408,Hobosapian,Phantom Membrane,600,5,SELLING,Active,2026-07-08 23:44:05,/warp shopbo
14615 77 -1410,Hobosapian,Zombie Spawner,5,8000,SELLING,Active,2026-07-08 23:44:06,/warp shopbo
14615 77 -1409,Hobosapian,Blaze Spawner,14,10000,SELLING,Active,2026-07-08 23:44:06,/warp shopbo
14615 77 -1411,Hobosapian,Skeleton Spawner,1,12500,SELLING,Active,2026-07-08 23:44:07,/warp shopbo
14615 77 -1412,Hobosapian,Cave Spider Spawner,1,8000,SELLING,Active,2026-07-08 23:44:08,/warp shopbo
14615 75 -1412,Hobosapian,Wind Charge,3440,0.5,SELLING,Active,2026-07-08 23:44:09,/warp shopbo
14615 75 -1411,Hobosapian,Golden Apple,23,125,SELLING,Active,2026-07-08 23:44:10,/warp shopbo
14615 75 -1410,Hobosapian,Apple,53,2,SELLING,Active,2026-07-08 23:44:10,/warp shopbo
14615 75 -1409,Hobosapian,Totem of Undying,0,250,SELLING,out of stock,2026-07-08 23:44:11,/warp shopbo
14615 75 -1408,Hobosapian,Golden Carrot,1088,10,SELLING,Active,2026-07-08 23:44:11,/warp shopbo
14609 75 -1412,Hobosapian,⋆⁺₊⋆ ♥ ⋆₊⁺⋆,56,0,SELLING,Active,2026-07-08 23:44:15,/warp shopbo
14607 75 -1412,Hobosapian,⋆⁺₊⋆ ♥ ⋆₊⁺⋆,56,0,SELLING,Active,2026-07-08 23:44:16,/warp shopbo
14610 75 -1404,Hobosapian,I♥Shopbo,53,1000,SELLING,Active,2026-07-08 23:44:18,/warp shopbo
14610 75 -1403,Hobosapian,I♥Shopbo,22,2000,SELLING,Active,2026-07-08 23:44:19,/warp shopbo
14610 75 -1402,Hobosapian,I♥Shopbo,8,3000,SELLING,Active,2026-07-08 23:44:20,/warp shopbo
14606 75 -1402,Hobosapian,Block of Redstone,1723,250,SELLING,Active,2026-07-08 23:44:21,/warp shopbo
14606 75 -1403,Hobosapian,Block of Redstone,1718,250,SELLING,Active,2026-07-08 23:44:22,/warp shopbo
14606 75 -1404,Hobosapian,Block of Redstone,1728,250,SELLING,Active,2026-07-08 23:44:22,/warp shopbo
14599 75 -1418,Hobosapian,Dark Oak Log,1863,4,SELLING,Active,2026-07-08 23:44:29,/warp shopbo
14598 77 -1418,Hobosapian,Oak Log,1049,4,SELLING,Active,2026-07-08 23:44:33,/warp shopbo
14602 77 -1418,Hobosapian,Chest,494,10,SELLING,Active,2026-07-08 23:45:07,/warp shopbo
14601 77 -1418,Hobosapian,Barrel,1541,15,SELLING,Active,2026-07-08 23:45:08,/warp shopbo
14600 77 -1418,Hobosapian,Block of Bamboo,1379,4,SELLING,Active,2026-07-08 23:45:09,/warp shopbo
14599 77 -1418,Hobosapian,Acacia Log,1728,4,SELLING,Active,2026-07-08 23:45:10,/warp shopbo
14597 77 -1418,Hobosapian,Oak Log,1049,4,SELLING,Active,2026-07-08 23:45:11,/warp shopbo
14596 77 -1418,Hobosapian,Cherry Log,1296,4,SELLING,Active,2026-07-08 23:45:12,/warp shopbo
14596 75 -1418,Hobosapian,Pale Oak Log,1638,4,SELLING,Active,2026-07-08 23:45:12,/warp shopbo
14597 75 -1418,Hobosapian,Spruce Log,1370,4,SELLING,Active,2026-07-08 23:45:13,/warp shopbo
14598 75 -1418,Hobosapian,Jungle Log,1515,4,SELLING,Active,2026-07-08 23:45:14,/warp shopbo
14600 75 -1418,Hobosapian,Mangrove Log,865,8,SELLING,Active,2026-07-08 23:45:15,/warp shopbo
14602 75 -1418,Hobosapian,Crimson Stem,428,8,SELLING,Active,2026-07-08 23:45:16,/warp shopbo
14601 75 -1418,Hobosapian,Warped Stem,178,8,SELLING,Active,2026-07-08 23:45:16,/warp shopbo
14596 75 -1417,Hobosapian,Pale Moss Block,3456,3,SELLING,Active,2026-07-08 23:45:18,/warp shopbo
14596 75 -1416,Hobosapian,Moss Block,815,3,SELLING,Active,2026-07-08 23:45:20,/warp shopbo
14596 75 -1415,Hobosapian,Dirt,1174,1,SELLING,Active,2026-07-08 23:45:20,/warp shopbo
14596 75 -1414,Hobosapian,Grass Block,2224,2,SELLING,Active,2026-07-08 23:45:21,/warp shopbo
14596 75 -1413,Hobosapian,Gravel,3068,1,SELLING,Active,2026-07-08 23:45:22,/warp shopbo
14596 75 -1412,Hobosapian,Sand,2386,3,SELLING,Active,2026-07-08 23:45:22,/warp shopbo
14596 75 -1411,Hobosapian,Glass,2646,4,SELLING,Active,2026-07-08 23:45:23,/warp shopbo
14596 75 -1410,Hobosapian,Clay,894,3,SELLING,Active,2026-07-08 23:45:24,/warp shopbo
14596 75 -1409,Hobosapian,Stone,3456,1,SELLING,Active,2026-07-08 23:45:25,/warp shopbo
14596 75 -1408,Hobosapian,Cobbled Deepslate,3121,2,SELLING,Active,2026-07-08 23:45:25,/warp shopbo
14596 75 -1404,Hobosapian,Soul Soil,3397,2.5,SELLING,Active,2026-07-08 23:45:26,/warp shopbo
14596 77 -1403,Hobosapian,Nether Quartz Ore,0,8,SELLING,out of stock,2026-07-08 23:45:28,/warp shopbo
14596 77 -1404,Hobosapian,Block of Quartz,0,25,SELLING,out of stock,2026-07-08 23:45:28,/warp shopbo
14596 77 -1406,Hobosapian,Granite,1728,1,SELLING,Active,2026-07-08 23:45:29,/warp shopbo
14596 77 -1407,Hobosapian,Diorite,1728,1,SELLING,Active,2026-07-08 23:45:30,/warp shopbo
14596 77 -1408,Hobosapian,Andesite,1728,1,SELLING,Active,2026-07-08 23:45:30,/warp shopbo
14596 77 -1409,Hobosapian,Cobblestone,1728,1,SELLING,Active,2026-07-08 23:45:31,/warp shopbo
14596 77 -1411,Hobosapian,TNT,448,30,SELLING,Active,2026-07-08 23:45:32,/warp shopbo
14596 77 -1412,Hobosapian,Smooth Stone,622,2,SELLING,Active,2026-07-08 23:45:32,/warp shopbo
14596 77 -1413,Hobosapian,Tuff,474,3,SELLING,Active,2026-07-08 23:45:34,/warp shopbo
14596 77 -1414,Hobosapian,Dripstone Block,1205,3,SELLING,Active,2026-07-08 23:45:35,/warp shopbo
14596 77 -1415,Hobosapian,Pointed Dripstone,1726,3,SELLING,Active,2026-07-08 23:45:36,/warp shopbo
14596 77 -1416,Hobosapian,Packed Ice,26,4,SELLING,Active,2026-07-08 23:45:37,/warp shopbo
14596 77 -1417,Hobosapian,Scaffolding,658,3,SELLING,Active,2026-07-08 23:45:37,/warp shopbo
14601 75 -1412,Hobosapian,Wither Rose,2012,14,SELLING,Active,2026-07-08 23:45:39,/warp shopbo
14601 75 -1411,Hobosapian,Pitcher Plant,318,25,SELLING,Active,2026-07-08 23:45:40,/warp shopbo
14601 75 -1410,Hobosapian,Torchflower,232,25,SELLING,Active,2026-07-08 23:45:41,/warp shopbo
14601 75 -1409,Hobosapian,Short Grass,2227,0.1,SELLING,Active,2026-07-08 23:45:41,/warp shopbo
14601 75 -1408,Hobosapian,Vines,1920,0.05,SELLING,Active,2026-07-08 23:45:42,/warp shopbo
14601 75 -1407,Hobosapian,Glow Lichen,1201,8,SELLING,Active,2026-07-08 23:45:42,/warp shopbo
14601 75 -1406,Hobosapian,Firefly Bush,734,2,SELLING,Active,2026-07-08 23:45:43,/warp shopbo
14601 75 -1405,Hobosapian,Moss Carpet,1295,2,SELLING,Active,2026-07-08 23:45:44,/warp shopbo
14601 75 -1404,Hobosapian,Red Mushroom,728,0.2,SELLING,Active,2026-07-08 23:45:45,/warp shopbo
14601 75 -1403,Hobosapian,Brown Mushroom,4,0.5,SELLING,Active,2026-07-08 23:45:45,/warp shopbo
14601 77 -1403,Hobosapian,Sunny Hoe,12,50,SELLING,Active,2026-07-08 23:45:47,/warp shopbo
14601 77 -1404,Hobosapian,Sunny Shovel,21,50,SELLING,Active,2026-07-08 23:45:48,/warp shopbo
14601 77 -1405,Hobosapian,Sunny Axe,13,50,SELLING,Active,2026-07-08 23:45:49,/warp shopbo
14601 77 -1406,Hobosapian,Sunny Pickaxe,17,50,SELLING,Active,2026-07-08 23:45:50,/warp shopbo
14601 77 -1407,Hobosapian,Sunny Sword,15,50,SELLING,Active,2026-07-08 23:45:51,/warp shopbo
14601 77 -1408,Hobosapian,Sunny Boots,24,50,SELLING,Active,2026-07-08 23:45:51,/warp shopbo
14601 77 -1409,Hobosapian,Sunny Leggings,15,50,SELLING,Active,2026-07-08 23:45:52,/warp shopbo
14601 77 -1410,Hobosapian,Sunny Chestplate,11,50,SELLING,Active,2026-07-08 23:45:52,/warp shopbo
14601 77 -1411,Hobosapian,Sunny Helmet,15,50,SELLING,Active,2026-07-08 23:45:53,/warp shopbo
14601 77 -1412,Hobosapian,Sunny Spear,18,50,SELLING,Active,2026-07-08 23:45:54,/warp shopbo
14601 75 -1402,Hobosapian,Red Mushroom Block,1151,3,SELLING,Active,2026-07-08 23:45:56,/warp shopbo
14600 75 -1402,Hobosapian,Brown Mushroom Block,3212,3,SELLING,Active,2026-07-08 23:45:57,/warp shopbo
14599 75 -1402,Hobosapian,Mushroom Stem,230,9,SELLING,Active,2026-07-08 23:45:58,/warp shopbo
14598 75 -1402,Hobosapian,Bone Block,2829,2.5,SELLING,Active,2026-07-08 23:45:59,/warp shopbo
14597 75 -1402,Hobosapian,Obsidian,38,30,SELLING,Active,2026-07-08 23:45:59,/warp shopbo
14596 75 -1402,Hobosapian,End Stone,3451,4,SELLING,Active,2026-07-08 23:46:00,/warp shopbo
14596 77 -1402,Hobosapian,Purpur Block,150,3,SELLING,Active,2026-07-08 23:46:01,/warp shopbo
14597 77 -1402,Hobosapian,Magma Block,508,5,SELLING,Active,2026-07-08 23:46:02,/warp shopbo
14598 77 -1402,Hobosapian,Glowstone,1304,3,SELLING,Active,2026-07-08 23:46:04,/warp shopbo
14599 77 -1402,Hobosapian,Basalt,1220,3,SELLING,Active,2026-07-08 23:46:04,/warp shopbo
14600 77 -1402,Hobosapian,Blackstone,0,3,SELLING,out of stock,2026-07-08 23:46:05,/warp shopbo
14601 77 -1402,Hobosapian,Ender Chest,54,100,SELLING,Active,2026-07-08 23:46:06,/warp shopbo
5646 74 1395,Crazy69,Name Tag,18,20000,SELLING,Active,2026-07-11 10:09:02,/warp trading
5647 74 1395,Crazy69,Paper,1841,3,SELLING,Active,2026-07-11 10:09:04,/warp trading
5648 74 1395,Crazy69,Book,92,6,SELLING,Active,2026-07-11 10:09:05,/warp trading
5653 74 1395,Crazy69,Wheat,0,2,SELLING,out of stock,2026-07-11 10:09:07,/warp trading
5654 74 1395,Crazy69,Carrot,1767,3,SELLING,Active,2026-07-11 10:09:08,/warp trading
5655 74 1395,Crazy69,Melon,0,3,SELLING,out of stock,2026-07-11 10:09:09,/warp trading
5656 74 1395,Crazy69,Pumpkin,0,2,SELLING,out of stock,2026-07-11 10:10:37,/warp trading
-9077 70 13754,Ayame989,Player Spawner,12,1000,SELLING,Active,2026-07-11 13:45:00,/warp village hall
-11726 134 -10126,Chijoku,Ink Sac,3456,1,SELLING,Active,2026-07-11 14:41:46,/warp chi
16524 49 8918,Reconnin,Enchanted Book,54,100,SELLING,Active,2026-07-11 15:06:35,/warp enchants.
16508 51 8918,Reconnin,Enchanted Book,54,100,SELLING,Active,2026-07-11 15:07:02,/warp enchants.
18655 8 -7157,_FireWilley,Comet's Edge,0,750000,SELLING,out of stock,2026-08-07 08:22:53,/warp wow
18655 8 -7162,_FireWilley,Neon Pulse Pickaxe,1,700000,SELLING,Dead,2026-07-13 18:37:15,/warp wow
18655 9 -7171,_FireWilley,✨ Particle Voucher,1728,100000,BUYING,Active,2026-08-07 08:23:11,/warp wow
18655 9 -7169,_FireWilley,[☁ Dreamwave] Chat Tag,1728,250000,BUYING,Dead,2026-07-13 18:37:24,/warp wow
18655 9 -7168,_FireWilley,[🌠 Cosmic Traveler] Chat Tag,1728,75000,BUYING,Active,2026-08-07 08:23:05,/warp wow
18655 9 -7162,_FireWilley,Neon Pulse Pickaxe,27,350000,BUYING,Dead,2026-07-13 18:37:32,/warp wow
18655 9 -7161,_FireWilley,Moonroot,27,100000,BUYING,Active,2026-08-07 08:22:57,/warp wow
18655 9 -7163,_FireWilley,Neon Pulse Pickaxe,26,350000,BUYING,Dead,2026-07-13 18:38:06,/warp wow
18655 9 -7165,_FireWilley,Lunar Leggings,27,200000,BUYING,Active,2026-08-07 08:23:07,/warp wow
18655 9 -7159,_FireWilley,Nocturne Axe,27,200000,BUYING,Active,2026-08-07 08:22:58,/warp wow
18655 9 -7157,_FireWilley,Comet's Edge,27,200000,BUYING,Active,2026-08-07 08:23:00,/warp wow
18655 9 -7158,_FireWilley,Blackstar Pick,27,200000,BUYING,Active,2026-08-07 08:22:59,/warp wow
18655 9 -7164,_FireWilley,Eclipse Guard,27,200000,BUYING,Active,2026-08-07 08:23:08,/warp wow
18707 5 -7209,_FireWilley,Budding Amethyst,8,200000,SELLING,Active,2026-08-07 08:23:37,/warp wow
18671 9 -7142,_FireWilley,Pig Spawner,80,30000,SELLING,Active,2026-08-07 08:22:17,/warp wow
18671 9 -7143,_FireWilley,Cow Spawner,0,25000,SELLING,out of stock,2026-08-07 08:22:17,/warp wow
18671 9 -7145,_FireWilley,Mooshroom Spawner,0,40000,SELLING,out of stock,2026-08-07 08:22:19,/warp wow
18671 9 -7144,_FireWilley,Chicken Spawner,0,25000,SELLING,out of stock,2026-08-07 08:22:18,/warp wow
18671 9 -7146,_FireWilley,Tropical Fish Spawner,0,20000,SELLING,out of stock,2026-08-07 08:22:19,/warp wow
18671 9 -7147,_FireWilley,Frog Spawner,0,50000,SELLING,out of stock,2026-08-07 08:22:20,/warp wow
18671 9 -7148,_FireWilley,Dolphin Spawner,0,25000,SELLING,out of stock,2026-08-07 08:22:20,/warp wow
18671 9 -7149,_FireWilley,Sniffer Spawner,0,50000,SELLING,out of stock,2026-08-07 08:22:21,/warp wow
18671 9 -7150,_FireWilley,Parrot Spawner,0,30000,SELLING,out of stock,2026-08-07 08:22:21,/warp wow
18671 11 -7150,_FireWilley,Parrot Spawner,1728,8000,BUYING,Active,2026-08-07 08:22:22,/warp wow
18671 11 -7148,_FireWilley,Dolphin Spawner,1728,8000,BUYING,Active,2026-08-07 08:22:23,/warp wow
18671 11 -7149,_FireWilley,Sniffer Spawner,1728,15000,BUYING,Active,2026-08-07 08:22:23,/warp wow
18671 11 -7147,_FireWilley,Frog Spawner,1728,15000,BUYING,Active,2026-08-07 08:22:24,/warp wow
18671 11 -7146,_FireWilley,Tropical Fish Spawner,1728,6000,BUYING,Active,2026-08-07 08:22:25,/warp wow
18671 11 -7145,_FireWilley,Mooshroom Spawner,1728,20000,BUYING,Active,2026-08-07 08:22:25,/warp wow
18671 11 -7142,_FireWilley,Pig Spawner,1728,8000,BUYING,Active,2026-08-07 08:22:27,/warp wow
18671 11 -7143,_FireWilley,Cow Spawner,1728,7000,BUYING,Active,2026-08-07 08:22:27,/warp wow
18672 9 -7142,_FireWilley,Glow Squid Spawner,0,150000,SELLING,out of stock,2026-08-07 08:22:03,/warp wow
18674 9 -7142,_FireWilley,Axolotl Spawner,32,100000,SELLING,Active,2026-08-07 08:22:02,/warp wow
18673 9 -7142,_FireWilley,Bee Spawner,2,100000,SELLING,Active,2026-08-07 08:22:02,/warp wow
18675 9 -7142,_FireWilley,Polar Bear Spawner,0,75000,SELLING,out of stock,2026-08-07 08:22:01,/warp wow
18676 9 -7142,_FireWilley,Creeper Spawner,0,200000,SELLING,out of stock,2026-08-07 08:22:00,/warp wow
18677 9 -7142,_FireWilley,Magma Cube Spawner,0,40000,SELLING,out of stock,2026-08-07 08:22:00,/warp wow
18678 9 -7142,_FireWilley,Husk Spawner,0,13000,SELLING,out of stock,2026-08-07 08:21:59,/warp wow
18680 9 -7142,_FireWilley,Blaze Spawner,7,13000,SELLING,Active,2026-08-07 08:21:58,/warp wow
18679 9 -7142,_FireWilley,Drowned Spawner,0,50000,SELLING,out of stock,2026-08-07 08:21:59,/warp wow
18681 9 -7142,_FireWilley,Breeze Spawner,2,145000,SELLING,Active,2026-08-07 08:21:57,/warp wow
18682 9 -7142,_FireWilley,Stray Spawner,5,100000,SELLING,Active,2026-08-07 08:21:56,/warp wow
18684 9 -7142,_FireWilley,Zombie Spawner,0,13000,SELLING,out of stock,2026-08-07 08:21:55,/warp wow
18683 9 -7142,_FireWilley,Cave Spider Spawner,9,13000,SELLING,Active,2026-08-07 08:21:56,/warp wow
18685 9 -7142,_FireWilley,Spider Spawner,1,13000,SELLING,Active,2026-08-07 08:21:54,/warp wow
18687 9 -7142,_FireWilley,Player Spawner,13,5000,SELLING,Active,2026-08-07 08:21:53,/warp wow
18686 9 -7142,_FireWilley,Skeleton Spawner,0,20000,SELLING,out of stock,2026-08-07 08:21:54,/warp wow
18687 9 -7144,_FireWilley,Sculk Vein,190,3,SELLING,Active,2026-08-07 08:21:52,/warp wow
18687 9 -7147,_FireWilley,Sculk Sensor,43,25,SELLING,Active,2026-08-07 08:21:50,/warp wow
18687 9 -7145,_FireWilley,Sculk Catalyst,154,30,SELLING,Active,2026-08-07 08:21:51,/warp wow
18679 9 -7150,_FireWilley,Chicken Spawn Egg,0,30000,SELLING,out of stock,2026-08-07 08:22:33,/warp wow
18680 9 -7150,_FireWilley,Sniffer Egg,763,5000,SELLING,Active,2026-08-07 08:22:34,/warp wow
18678 9 -7150,_FireWilley,Cow Spawn Egg,0,40000,SELLING,out of stock,2026-08-07 08:22:33,/warp wow
18676 9 -7150,_FireWilley,Polar Bear Spawn Egg,0,50000,SELLING,out of stock,2026-08-07 08:22:31,/warp wow
18677 9 -7150,_FireWilley,Axolotl Spawn Egg,1,80000,SELLING,Active,2026-08-07 08:22:32,/warp wow
18675 9 -7150,_FireWilley,Fox Spawn Egg,0,100000,SELLING,out of stock,2026-08-07 08:22:31,/warp wow
18673 9 -7150,_FireWilley,Drowned Spawn Egg,0,40000,SELLING,out of stock,2026-08-07 08:22:29,/warp wow
18674 9 -7150,_FireWilley,Skeleton Spawn Egg,0,20000,SELLING,out of stock,2026-08-07 08:22:30,/warp wow
18699 15 -7151,_FireWilley,Obsidian,0,50,SELLING,out of stock,2026-08-07 08:21:26,/warp wow
18655 9 -7160,_FireWilley,Twilight Spade,27,200000,BUYING,Active,2026-08-07 08:22:58,/warp wow
-1555 56 -4835,Pharaohll,Cooked Porkchop,895,25,SELLING,Active,2026-07-15 18:57:43,/warp Bloxs'nstuff
-1555 57 -4835,Pharaohll,Block of Quartz,0,20,SELLING,out of stock,2026-07-15 18:57:45,/warp Bloxs'nstuff
-1555 57 -4834,Pharaohll,Chicken Nugget,809,2,SELLING,Active,2026-07-15 18:57:49,/warp Bloxs'nstuff
-1555 56 -4834,Pharaohll,Cobblestone,648,2,SELLING,Active,2026-07-15 18:57:51,/warp Bloxs'nstuff
-1555 55 -4834,Pharaohll,Spruce Log,542,20,SELLING,Active,2026-07-15 18:57:53,/warp Bloxs'nstuff
-1555 55 -4832,Pharaohll,Spruce Planks,315,5,SELLING,Active,2026-07-15 18:57:54,/warp Bloxs'nstuff
-1555 56 -4832,Pharaohll,Book and Quill,3,30,SELLING,Active,2026-07-15 18:57:55,/warp Bloxs'nstuff
-1555 57 -4832,Pharaohll,Cooked Chicken,335,20,SELLING,Active,2026-07-15 18:57:57,/warp Bloxs'nstuff
-1555 56 -4830,Pharaohll,Item Frame,92,15,SELLING,Active,2026-07-15 18:57:59,/warp Bloxs'nstuff
-1555 55 -4830,Pharaohll,Fried chicken,63,10,SELLING,Active,2026-07-15 18:58:00,/warp Bloxs'nstuff
-1554 56 -4825,Pharaohll,Timmy of Friendship,4,500,SELLING,Active,2026-07-15 18:58:04,/warp Bloxs'nstuff
-1555 55 -4822,Pharaohll,Moss Block,3456,5,SELLING,Active,2026-07-15 18:58:08,/warp Bloxs'nstuff
-1555 56 -4822,Pharaohll,Moss Carpet,2037,5,SELLING,Active,2026-07-15 18:58:10,/warp Bloxs'nstuff
-1555 57 -4822,Pharaohll,Flowering Azalea,429,5,SELLING,Active,2026-07-15 18:58:11,/warp Bloxs'nstuff
-1557 57 -4822,Pharaohll,Azalea,462,5,SELLING,Active,2026-07-15 18:58:12,/warp Bloxs'nstuff
14308 49 -4361,CIFUENTZZZ,Wither Rose,1562,5,SELLING,Active,2026-07-15 18:59:12,/warp wither rose 5
14309 49 -4361,CIFUENTZZZ,Wither Rose,1416,5,SELLING,Active,2026-07-15 18:59:14,/warp wither rose 5
14310 49 -4361,CIFUENTZZZ,Wither Rose,1710,5,SELLING,Active,2026-07-15 18:59:15,/warp wither rose 5
14311 49 -4361,CIFUENTZZZ,Wither Rose,2259,5,SELLING,Active,2026-07-15 18:59:16,/warp wither rose 5
14312 49 -4361,CIFUENTZZZ,Wither Rose,2288,5,SELLING,Active,2026-07-15 18:59:17,/warp wither rose 5
14313 49 -4361,CIFUENTZZZ,Wither Rose,3456,5,SELLING,Active,2026-07-15 18:59:17,/warp wither rose 5
14313 50 -4361,CIFUENTZZZ,Wither Rose,2617,5,SELLING,Active,2026-07-15 18:59:18,/warp wither rose 5
14312 50 -4361,CIFUENTZZZ,Wither Rose,1303,5,SELLING,Active,2026-07-15 18:59:18,/warp wither rose 5
14311 50 -4361,CIFUENTZZZ,Wither Rose,186,5,SELLING,Active,2026-07-15 18:59:19,/warp wither rose 5
14310 50 -4361,CIFUENTZZZ,Wither Rose,93,5,SELLING,Active,2026-07-15 18:59:20,/warp wither rose 5
14309 50 -4361,CIFUENTZZZ,Wither Rose,66,5,SELLING,Active,2026-07-15 18:59:20,/warp wither rose 5
14308 50 -4361,CIFUENTZZZ,Wither Rose,348,5,SELLING,Active,2026-07-15 18:59:21,/warp wither rose 5
-13708 -10 115,Mio_TOT,Breeze Spawner,2,120000,SELLING,Active,2026-07-15 19:00:34,/warp crate items 4 sale
-13708 -9 115,Mio_TOT,Skeleton Spawner,0,15000,SELLING,out of stock,2026-07-15 19:00:37,/warp crate items 4 sale
-13708 -8 115,Mio_TOT,Turtle Spawn Egg,1,250000,SELLING,Active,2026-07-15 19:00:38,/warp crate items 4 sale
-13709 -10 115,Mio_TOT,Mob Spawner,0,2000,SELLING,out of stock,2026-07-15 19:00:41,/warp crate items 4 sale
-13710 -10 115,Mio_TOT,Easter Fishing Rod 2025  🐰,1,300000,SELLING,Active,2026-07-15 19:00:42,/warp crate items 4 sale
-13710 -9 115,Mio_TOT,Particle Voucher ✸,1,320000,SELLING,Active,2026-07-15 19:00:49,/warp crate items 4 sale
-13711 -9 115,Mio_TOT,🔥 FireStarter,0,300000,SELLING,out of stock,2026-07-15 19:00:51,/warp crate items 4 sale
-13711 -10 115,Mio_TOT,🌿 Wildflower Wand ✨,2,300000,SELLING,Active,2026-07-15 19:00:54,/warp crate items 4 sale
-13712 -10 115,Mio_TOT,[🐰 Bunified 🐰] Chat Tag,2,400000,SELLING,Active,2026-07-15 19:00:56,/warp crate items 4 sale
-13712 -9 115,Mio_TOT,[Sunny Vibes],3,200000,SELLING,Active,2026-07-15 19:00:58,/warp crate items 4 sale
-13712 -8 115,Mio_TOT,[✻ Pixie ✻] Chat Tag,1,400000,SELLING,Active,2026-07-15 19:00:59,/warp crate items 4 sale
-13712 -7 115,Mio_TOT,[Fairy] Chat Tag,1,400000,SELLING,Active,2026-07-15 19:01:01,/warp crate items 4 sale
-13711 -7 115,Mio_TOT,Armor Stand Editor!,2,55000,SELLING,Active,2026-07-15 19:01:02,/warp crate items 4 sale
-13713 -9 115,Mio_TOT,Festive Flight,1,700000,SELLING,Active,2026-07-15 19:01:04,/warp crate items 4 sale
-13714 -9 115,Mio_TOT,2x Skills XP Multiplier (2 Hours),0,33000,SELLING,out of stock,2026-07-15 19:01:06,/warp crate items 4 sale
-13714 -10 115,Mio_TOT,1.5x Skills XP Multiplier (30 Minutes),0,20000,SELLING,out of stock,2026-07-15 19:01:07,/warp crate items 4 sale
-13715 -10 115,Mio_TOT,Hot Cocoa Spoon,1,350000,SELLING,Active,2026-07-15 19:01:08,/warp crate items 4 sale
-13716 -9 115,Mio_TOT,🌿 Spellwood Axe ✨,1,375000,SELLING,Active,2026-07-15 19:01:09,/warp crate items 4 sale
-13715 -9 115,Mio_TOT,Fatal Attraction,1,500000,SELLING,Active,2026-07-15 19:01:10,/warp crate items 4 sale
-13716 -8 115,Mio_TOT,Beatbreaker,6,375000,SELLING,Active,2026-07-15 19:01:11,/warp crate items 4 sale
-13715 -8 115,Mio_TOT,💔 Heartbreak Shovel 💔,1,600000,SELLING,Active,2026-07-15 19:01:12,/warp crate items 4 sale
-13714 -8 115,Mio_TOT,2x Skills XP Multiplier (6 Hours),0,100000,SELLING,out of stock,2026-07-15 19:01:13,/warp crate items 4 sale
-13717 -10 115,Mio_TOT,❄ Frostbite Hoe,0,350000,SELLING,out of stock,2026-07-15 19:01:14,/warp crate items 4 sale
-13716 -10 115,Mio_TOT,Twin Flame Axe,2,350000,SELLING,Active,2026-07-15 19:01:14,/warp crate items 4 sale
-13718 -9 115,Mio_TOT,Neon Pulse Pickaxe,3,650000,SELLING,Active,2026-07-15 19:01:15,/warp crate items 4 sale
-13719 -9 115,Mio_TOT,❄ Permafrost Helmet,1,350000,SELLING,Active,2026-07-15 19:01:16,/warp crate items 4 sale
-13720 -9 115,Mio_TOT,❄ Permafrost Chestplate,1,400000,SELLING,Active,2026-07-15 19:01:17,/warp crate items 4 sale
-13722 -9 115,Mio_TOT,❄ Permafrost Boots,0,400000,SELLING,out of stock,2026-07-15 19:01:19,/warp crate items 4 sale
-13720 -8 115,Mio_TOT,🌿 Mythbloom Heartguard ✨,1,500000,SELLING,Active,2026-07-15 19:01:29,/warp crate items 4 sale
-13720 -7 115,Mio_TOT,Sweetheart's Armor,1,450000,SELLING,Active,2026-07-15 19:01:30,/warp crate items 4 sale
-13721 -9 115,Mio_TOT,❄ Permafrost Leggings,0,400000,SELLING,out of stock,2026-07-15 19:01:31,/warp crate items 4 sale
-13722 -10 115,Mio_TOT,❄ Permafrost Boots,0,400000,SELLING,out of stock,2026-07-15 19:01:32,/warp crate items 4 sale
-13721 -10 115,Mio_TOT,Bunny Legs 🐰,2,250000,SELLING,Active,2026-07-15 19:01:33,/warp crate items 4 sale
-13721 -8 115,Mio_TOT,Glowstriders,1,400000,SELLING,Active,2026-07-15 19:01:34,/warp crate items 4 sale
18655 8 -7158,_FireWilley,Blackstar Pick,0,750000,SELLING,out of stock,2026-08-07 08:22:54,/warp wow
18655 8 -7159,_FireWilley,Nocturne Axe,0,750000,SELLING,out of stock,2026-08-07 08:22:55,/warp wow
18655 8 -7160,_FireWilley,Twilight Spade,0,750000,SELLING,out of stock,2026-08-07 08:22:55,/warp wow
18655 8 -7161,_FireWilley,Moonroot,0,500000,SELLING,out of stock,2026-08-07 08:22:56,/warp wow
18655 8 -7163,_FireWilley,☠ Skull Smasher ☠,1,200000,SELLING,Active,2026-07-19 07:45:16,/warp wow
18655 8 -7164,_FireWilley,Eclipse Guard,1,750000,SELLING,Active,2026-08-07 08:23:02,/warp wow
18655 8 -7165,_FireWilley,Lunar Leggings,0,750000,SELLING,out of stock,2026-08-07 08:23:03,/warp wow
18655 8 -7166,_FireWilley,Moonshadow Boots,0,750000,SELLING,out of stock,2026-08-07 08:23:03,/warp wow
18655 8 -7167,_FireWilley,[☾ Moonbound] Chat Tag,0,350000,SELLING,out of stock,2026-08-07 08:23:04,/warp wow
18655 8 -7168,_FireWilley,[🌠 Cosmic Traveler] Chat Tag,0,350000,SELLING,out of stock,2026-08-07 08:23:04,/warp wow
