Item,Seller,Sell_Price,Buy_Price,Margin_Per_Item,Seller_Warp,Seller_Location,Seller_Timestamp,Buyer_Timestamp
Leather,FX_02,0.0,0.26,0.26,/warp sell me ores,-10022 138 3513,2026-05-29 11:35:15,2026-05-27 00:08:20
Leather,FX_02,0.0,0.26,0.26,/warp sell me ores,-10022 138 3513,2026-05-29 11:35:15,2026-05-27 00:08:21
Leather,FX_02,0.0,0.26,0.26,/warp sell me ores,-10022 138 3513,2026-05-29 11:35:15,2026-05-27 00:08:22
Leather,FX_02,0.0,0.26,0.26,/warp sell me ores,-10022 138 3513,2026-05-29 11:35:15,2026-05-27 00:08:37
Leather,FX_02,0.0,0.26,0.26,/warp sell me ores,-10022 138 3513,2026-05-29 11:35:15,2026-05-27 00:08:38
Leather,FX_02,0.0,0.26,0.26,/warp sell me ores,-10022 138 3513,2026-05-29 11:35:15,2026-05-27 00:08:39
Leather,FX_02,0.0,0.26,0.26,/warp sell me ores,-10022 138 3513,2026-05-29 11:35:15,2026-05-27 00:08:40
Leather,FX_02,0.0,0.26,0.26,/warp sell me ores,-10022 138 3513,2026-05-29 11:35:15,2026-05-27 00:08:41
Leather,FX_02,0.0,0.26,0.26,/warp sell me ores,-10022 138 3513,2026-05-29 11:35:15,2026-05-27 00:08:42
Leather,FX_02,0.0,0.26,0.26,/warp sell me ores,-10023 138 3513,2026-05-29 11:35:14,2026-05-27 00:08:37
Leather,FX_02,0.0,0.26,0.26,/warp sell me ores,-10023 138 3513,2026-05-29 11:35:14,2026-05-27 00:08:38
Leather,FX_02,0.0,0.26,0.26,/warp sell me ores,-10023 138 3513,2026-05-29 11:35:14,2026-05-27 00:08:39
Leather,FX_02,0.0,0.26,0.26,/warp sell me ores,-10023 138 3513,2026-05-29 11:35:14,2026-05-27 00:08:40
Leather,FX_02,0.0,0.26,0.26,/warp sell me ores,-10023 138 3513,2026-05-29 11:35:14,2026-05-27 00:08:41
Leather,FX_02,0.0,0.26,0.26,/warp sell me ores,-10023 138 3513,2026-05-29 11:35:14,2026-05-27 00:08:42
Leather,FX_02,0.0,0.26,0.26,/warp sell me ores,-10022 138 3513,2026-05-29 11:35:15,2026-05-27 00:07:37
Leather,FX_02,0.0,0.26,0.26,/warp sell me ores,-10022 138 3513,2026-05-29 11:35:15,2026-05-27 00:07:37
Leather,FX_02,0.0,0.26,0.26,/warp sell me ores,-10022 138 3513,2026-05-29 11:35:15,2026-05-27 00:07:38
Leather,FX_02,0.0,0.26,0.26,/warp sell me ores,-10022 138 3513,2026-05-29 11:35:15,2026-05-27 00:07:39
Leather,FX_02,0.0,0.26,0.26,/warp sell me ores,-10022 138 3513,2026-05-29 11:35:15,2026-05-27 00:07:40
Leather,FX_02,0.0,0.26,0.26,/warp sell me ores,-10022 138 3513,2026-05-29 11:35:15,2026-05-27 00:07:40
Leather,FX_02,0.0,0.26,0.26,/warp sell me ores,-10022 138 3513,2026-05-29 11:35:15,2026-05-27 00:07:51
Leather,FX_02,0.0,0.26,0.26,/warp sell me ores,-10022 138 3513,2026-05-29 11:35:15,2026-05-27 00:07:52
Leather,FX_02,0.0,0.26,0.26,/warp sell me ores,-10022 138 3513,2026-05-29 11:35:15,2026-05-27 00:07:53
Leather,FX_02,0.0,0.26,0.26,/warp sell me ores,-10022 138 3513,2026-05-29 11:35:15,2026-05-27 00:07:53
Leather,FX_02,0.0,0.26,0.26,/warp sell me ores,-10023 138 3513,2026-05-29 11:35:14,2026-05-27 00:07:38
Leather,FX_02,0.0,0.26,0.26,/warp sell me ores,-10023 138 3513,2026-05-29 11:35:14,2026-05-27 00:07:39
Leather,FX_02,0.0,0.26,0.26,/warp sell me ores,-10023 138 3513,2026-05-29 11:35:14,2026-05-27 00:07:40
Leather,FX_02,0.0,0.26,0.26,/warp sell me ores,-10023 138 3513,2026-05-29 11:35:14,2026-05-27 00:07:40
Leather,FX_02,0.0,0.26,0.26,/warp sell me ores,-10023 138 3513,2026-05-29 11:35:14,2026-05-27 00:07:51
Leather,FX_02,0.0,0.26,0.26,/warp sell me ores,-10023 138 3513,2026-05-29 11:35:14,2026-05-27 00:07:52
Leather,FX_02,0.0,0.26,0.26,/warp sell me ores,-10023 138 3513,2026-05-29 11:35:14,2026-05-27 00:07:53
Leather,FX_02,0.0,0.26,0.26,/warp sell me ores,-10023 138 3513,2026-05-29 11:35:14,2026-05-27 00:07:53
Leather,FX_02,0.0,0.26,0.26,/warp sell me ores,-10023 138 3513,2026-05-29 11:35:14,2026-05-27 00:07:54
Leather,FX_02,0.0,0.26,0.26,/warp sell me ores,-10023 138 3513,2026-05-29 11:35:14,2026-05-27 00:07:55
Leather,FX_02,0.0,0.26,0.26,/warp sell me ores,-10023 138 3513,2026-05-29 11:35:14,2026-05-27 00:08:18
Leather,FX_02,0.0,0.26,0.26,/warp sell me ores,-10023 138 3513,2026-05-29 11:35:14,2026-05-27 00:08:19
Leather,FX_02,0.0,0.26,0.26,/warp sell me ores,-10023 138 3513,2026-05-29 11:35:14,2026-05-27 00:08:20
Leather,FX_02,0.0,0.26,0.26,/warp sell me ores,-10023 138 3513,2026-05-29 11:35:14,2026-05-27 00:08:20
Leather,FX_02,0.0,0.26,0.26,/warp sell me ores,-10023 138 3513,2026-05-29 11:35:14,2026-05-27 00:08:21
Leather,FX_02,0.0,0.26,0.26,/warp sell me ores,-10023 138 3513,2026-05-29 11:35:14,2026-05-27 00:08:22
Leather,FX_02,0.0,0.26,0.26,/warp sell me ores,-10024 138 3513,2026-05-29 11:35:13,2026-05-27 00:07:54
Leather,FX_02,0.0,0.26,0.26,/warp sell me ores,-10024 138 3513,2026-05-29 11:35:13,2026-05-27 00:07:55
Leather,FX_02,0.0,0.26,0.26,/warp sell me ores,-10024 138 3513,2026-05-29 11:35:13,2026-05-27 00:08:18
Leather,FX_02,0.0,0.26,0.26,/warp sell me ores,-10024 138 3513,2026-05-29 11:35:13,2026-05-27 00:08:19
Leather,FX_02,0.0,0.26,0.26,/warp sell me ores,-10024 138 3513,2026-05-29 11:35:13,2026-05-27 00:08:20
Leather,FX_02,0.0,0.26,0.26,/warp sell me ores,-10024 138 3513,2026-05-29 11:35:13,2026-05-27 00:08:20
Leather,FX_02,0.0,0.26,0.26,/warp sell me ores,-10024 138 3513,2026-05-29 11:35:13,2026-05-27 00:08:21
Leather,FX_02,0.0,0.26,0.26,/warp sell me ores,-10024 138 3513,2026-05-29 11:35:13,2026-05-27 00:08:22
Leather,FX_02,0.0,0.26,0.26,/warp sell me ores,-10024 138 3513,2026-05-29 11:35:13,2026-05-27 00:08:37
Leather,FX_02,0.0,0.26,0.26,/warp sell me ores,-10024 138 3513,2026-05-29 11:35:13,2026-05-27 00:08:38
Leather,FX_02,0.0,0.26,0.26,/warp sell me ores,-10024 138 3513,2026-05-29 11:35:13,2026-05-27 00:08:39
Leather,FX_02,0.0,0.26,0.26,/warp sell me ores,-10024 138 3513,2026-05-29 11:35:13,2026-05-27 00:08:40
Leather,FX_02,0.0,0.26,0.26,/warp sell me ores,-10024 138 3513,2026-05-29 11:35:13,2026-05-27 00:08:41
Leather,FX_02,0.0,0.26,0.26,/warp sell me ores,-10024 138 3513,2026-05-29 11:35:13,2026-05-27 00:08:42
Leather,FX_02,0.0,0.26,0.26,/warp sell me ores,-10023 138 3513,2026-05-29 11:35:14,2026-05-27 00:07:37
Leather,FX_02,0.0,0.26,0.26,/warp sell me ores,-10023 138 3513,2026-05-29 11:35:14,2026-05-27 00:07:37
Leather,FX_02,0.0,0.26,0.26,/warp sell me ores,-10025 138 3513,2026-05-29 11:35:13,2026-05-27 00:08:37
Leather,FX_02,0.0,0.26,0.26,/warp sell me ores,-10025 138 3513,2026-05-29 11:35:13,2026-05-27 00:08:38
Leather,FX_02,0.0,0.26,0.26,/warp sell me ores,-10025 138 3513,2026-05-29 11:35:13,2026-05-27 00:08:39
Leather,FX_02,0.0,0.26,0.26,/warp sell me ores,-10025 138 3513,2026-05-29 11:35:13,2026-05-27 00:08:40
Leather,FX_02,0.0,0.26,0.26,/warp sell me ores,-10025 138 3513,2026-05-29 11:35:13,2026-05-27 00:08:41
Leather,FX_02,0.0,0.26,0.26,/warp sell me ores,-10025 138 3513,2026-05-29 11:35:13,2026-05-27 00:08:42
Leather,FX_02,0.0,0.26,0.26,/warp sell me ores,-10024 138 3513,2026-05-29 11:35:13,2026-05-27 00:07:37
Leather,FX_02,0.0,0.26,0.26,/warp sell me ores,-10024 138 3513,2026-05-29 11:35:13,2026-05-27 00:07:37
Leather,FX_02,0.0,0.26,0.26,/warp sell me ores,-10024 138 3513,2026-05-29 11:35:13,2026-05-27 00:07:38
Leather,FX_02,0.0,0.26,0.26,/warp sell me ores,-10024 138 3513,2026-05-29 11:35:13,2026-05-27 00:07:39
Leather,FX_02,0.0,0.26,0.26,/warp sell me ores,-10024 138 3513,2026-05-29 11:35:13,2026-05-27 00:07:40
Leather,FX_02,0.0,0.26,0.26,/warp sell me ores,-10024 138 3513,2026-05-29 11:35:13,2026-05-27 00:07:40
Leather,FX_02,0.0,0.26,0.26,/warp sell me ores,-10024 138 3513,2026-05-29 11:35:13,2026-05-27 00:07:51
Leather,FX_02,0.0,0.26,0.26,/warp sell me ores,-10024 138 3513,2026-05-29 11:35:13,2026-05-27 00:07:52
Leather,FX_02,0.0,0.26,0.26,/warp sell me ores,-10024 138 3513,2026-05-29 11:35:13,2026-05-27 00:07:53
Leather,FX_02,0.0,0.26,0.26,/warp sell me ores,-10024 138 3513,2026-05-29 11:35:13,2026-05-27 00:07:53
Leather,FX_02,0.0,0.26,0.26,/warp sell me ores,-10025 138 3513,2026-05-29 11:35:13,2026-05-27 00:07:38
Leather,FX_02,0.0,0.26,0.26,/warp sell me ores,-10025 138 3513,2026-05-29 11:35:13,2026-05-27 00:07:39
Leather,FX_02,0.0,0.26,0.26,/warp sell me ores,-10025 138 3513,2026-05-29 11:35:13,2026-05-27 00:07:40
Leather,FX_02,0.0,0.26,0.26,/warp sell me ores,-10025 138 3513,2026-05-29 11:35:13,2026-05-27 00:07:40
Leather,FX_02,0.0,0.26,0.26,/warp sell me ores,-10025 138 3513,2026-05-29 11:35:13,2026-05-27 00:07:51
Leather,FX_02,0.0,0.26,0.26,/warp sell me ores,-10025 138 3513,2026-05-29 11:35:13,2026-05-27 00:07:52
Leather,FX_02,0.0,0.26,0.26,/warp sell me ores,-10025 138 3513,2026-05-29 11:35:13,2026-05-27 00:07:53
Leather,FX_02,0.0,0.26,0.26,/warp sell me ores,-10025 138 3513,2026-05-29 11:35:13,2026-05-27 00:07:53
Leather,FX_02,0.0,0.26,0.26,/warp sell me ores,-10025 138 3513,2026-05-29 11:35:13,2026-05-27 00:07:54
Leather,FX_02,0.0,0.26,0.26,/warp sell me ores,-10025 138 3513,2026-05-29 11:35:13,2026-05-27 00:07:55
Leather,FX_02,0.0,0.26,0.26,/warp sell me ores,-10025 138 3513,2026-05-29 11:35:13,2026-05-27 00:08:18
Leather,FX_02,0.0,0.26,0.26,/warp sell me ores,-10025 138 3513,2026-05-29 11:35:13,2026-05-27 00:08:19
Leather,FX_02,0.0,0.26,0.26,/warp sell me ores,-10025 138 3513,2026-05-29 11:35:13,2026-05-27 00:08:20
Leather,FX_02,0.0,0.26,0.26,/warp sell me ores,-10025 138 3513,2026-05-29 11:35:13,2026-05-27 00:08:20
Leather,FX_02,0.0,0.26,0.26,/warp sell me ores,-10025 138 3513,2026-05-29 11:35:13,2026-05-27 00:08:21
Leather,FX_02,0.0,0.26,0.26,/warp sell me ores,-10025 138 3513,2026-05-29 11:35:13,2026-05-27 00:08:22
Leather,FX_02,0.0,0.26,0.26,/warp sell me ores,-10026 138 3513,2026-05-29 11:35:12,2026-05-27 00:07:54
Leather,FX_02,0.0,0.26,0.26,/warp sell me ores,-10026 138 3513,2026-05-29 11:35:12,2026-05-27 00:07:55
Leather,FX_02,0.0,0.26,0.26,/warp sell me ores,-10026 138 3513,2026-05-29 11:35:12,2026-05-27 00:08:18
Leather,FX_02,0.0,0.26,0.26,/warp sell me ores,-10026 138 3513,2026-05-29 11:35:12,2026-05-27 00:08:19
Leather,FX_02,0.0,0.26,0.26,/warp sell me ores,-10026 138 3513,2026-05-29 11:35:12,2026-05-27 00:08:20
Leather,FX_02,0.0,0.26,0.26,/warp sell me ores,-10026 138 3513,2026-05-29 11:35:12,2026-05-27 00:08:20
Leather,FX_02,0.0,0.26,0.26,/warp sell me ores,-10026 138 3513,2026-05-29 11:35:12,2026-05-27 00:08:21
Leather,FX_02,0.0,0.26,0.26,/warp sell me ores,-10026 138 3513,2026-05-29 11:35:12,2026-05-27 00:08:22
Leather,FX_02,0.0,0.26,0.26,/warp sell me ores,-10026 138 3513,2026-05-29 11:35:12,2026-05-27 00:08:37
Leather,FX_02,0.0,0.26,0.26,/warp sell me ores,-10026 138 3513,2026-05-29 11:35:12,2026-05-27 00:08:38
Leather,FX_02,0.0,0.26,0.26,/warp sell me ores,-10026 138 3513,2026-05-29 11:35:12,2026-05-27 00:08:39
Leather,FX_02,0.0,0.26,0.26,/warp sell me ores,-10026 138 3513,2026-05-29 11:35:12,2026-05-27 00:08:40
Leather,FX_02,0.0,0.26,0.26,/warp sell me ores,-10026 138 3513,2026-05-29 11:35:12,2026-05-27 00:08:41
Leather,FX_02,0.0,0.26,0.26,/warp sell me ores,-10026 138 3513,2026-05-29 11:35:12,2026-05-27 00:08:42
Leather,FX_02,0.0,0.26,0.26,/warp sell me ores,-10025 138 3513,2026-05-29 11:35:13,2026-05-27 00:07:37
Leather,FX_02,0.0,0.26,0.26,/warp sell me ores,-10025 138 3513,2026-05-29 11:35:13,2026-05-27 00:07:37
Leather,FX_02,0.0,0.26,0.26,/warp sell me ores,-10023 133 3509,2026-07-26 20:38:09,2026-05-27 00:07:51
Leather,FX_02,0.0,0.26,0.26,/warp sell me ores,-10023 133 3509,2026-07-26 20:38:09,2026-05-27 00:08:41
Rabbit Hide,FX_02,0.0,0.26,0.26,/warp sell me ores,-10042 133 3509,2026-05-29 11:33:31,2026-05-27 00:07:11
Rabbit Hide,FX_02,0.0,0.26,0.26,/warp sell me ores,-10042 133 3509,2026-05-29 11:33:31,2026-05-27 00:07:12
Rabbit Hide,FX_02,0.0,0.26,0.26,/warp sell me ores,-10042 133 3509,2026-05-29 11:33:31,2026-05-27 00:07:13
Rabbit Hide,FX_02,0.0,0.26,0.26,/warp sell me ores,-10042 133 3509,2026-05-29 11:33:31,2026-05-27 00:07:14
Leather,FX_02,0.0,0.26,0.26,/warp sell me ores,-10023 133 3509,2026-07-26 20:38:09,2026-05-27 00:07:37
Leather,FX_02,0.0,0.26,0.26,/warp sell me ores,-10023 133 3509,2026-07-26 20:38:09,2026-05-27 00:07:37
Leather,FX_02,0.0,0.26,0.26,/warp sell me ores,-10023 133 3509,2026-07-26 20:38:09,2026-05-27 00:07:38
Leather,FX_02,0.0,0.26,0.26,/warp sell me ores,-10023 133 3509,2026-07-26 20:38:09,2026-05-27 00:07:39
Leather,FX_02,0.0,0.26,0.26,/warp sell me ores,-10023 133 3509,2026-07-26 20:38:09,2026-05-27 00:07:40
Blaze Rod,TycoRC,0.0,0.26,0.26,/warp xp grinder,-1733 49 3401,2026-05-31 13:01:53,2026-05-29 12:39:23
Blaze Rod,TycoRC,0.0,0.26,0.26,/warp xp grinder,-1733 49 3401,2026-05-31 13:01:53,2026-05-29 12:39:24
Blaze Rod,TycoRC,0.0,0.26,0.26,/warp xp grinder,-1733 49 3400,2026-05-31 13:01:54,2026-05-29 12:39:22
Blaze Rod,TycoRC,0.0,0.26,0.26,/warp xp grinder,-1733 49 3400,2026-05-31 13:01:54,2026-05-29 12:39:22
Blaze Rod,TycoRC,0.0,0.26,0.26,/warp xp grinder,-1733 49 3400,2026-05-31 13:01:54,2026-05-29 12:39:23
Blaze Rod,TycoRC,0.0,0.26,0.26,/warp xp grinder,-1733 49 3400,2026-05-31 13:01:54,2026-05-29 12:39:24
Leather,FX_02,0.0,0.26,0.26,/warp sell me ores,-10023 133 3509,2026-07-26 20:38:09,2026-05-27 00:08:40
Leather,FX_02,0.0,0.26,0.26,/warp sell me ores,-10023 133 3509,2026-07-26 20:38:09,2026-05-27 00:07:40
Spider Eye,FX_02,0.0,0.25,0.25,/warp 1,8551 -30 -2045,2026-05-31 21:56:23,2026-05-28 23:39:00
Spider Eye,FX_02,0.0,0.25,0.25,/warp 1,8551 -34 -2044,2026-05-31 21:56:54,2026-05-28 23:39:00
Spider Eye,FX_02,0.0,0.25,0.25,/warp 1,8551 -31 -2048,2026-05-31 21:56:47,2026-05-28 23:39:00
Spider Eye,FX_02,0.0,0.25,0.25,/warp 1,8551 -32 -2048,2026-05-31 21:56:45,2026-05-28 23:39:00
Spider Eye,FX_02,0.0,0.25,0.25,/warp 1,8551 -34 -2046,2026-06-01 17:33:48,2026-05-28 23:39:00
Spider Eye,FX_02,0.0,0.25,0.25,/warp 1,8551 -32 -2045,2026-05-31 21:56:10,2026-05-28 23:39:00
Spider Eye,FX_02,0.0,0.25,0.25,/warp 1,8551 -33 -2045,2026-05-31 21:56:06,2026-05-28 23:39:00
Spider Eye,FX_02,0.0,0.25,0.25,/warp 1,8551 -31 -2045,2026-05-31 21:56:18,2026-05-28 23:39:00
Spider Eye,FX_02,0.0,0.25,0.25,/warp 1,8551 -33 -2048,2026-05-31 21:56:42,2026-05-28 23:39:00
Arrow,FX_02,0.0,0.21,0.21,/warp 1,8571 -31 -2044,2026-06-01 17:34:35,2026-05-27 00:04:07
Arrow,FX_02,0.0,0.21,0.21,/warp 1,8571 -31 -2044,2026-06-01 17:34:35,2026-05-27 00:04:09
String,FX_02,0.0,0.21,0.21,/warp 1,8551 -31 -2040,2026-05-31 21:54:13,2026-05-27 00:10:03
String,FX_02,0.0,0.21,0.21,/warp 1,8551 -31 -2040,2026-05-31 21:54:13,2026-05-27 00:10:04
String,FX_02,0.0,0.21,0.21,/warp 1,8551 -31 -2040,2026-05-31 21:54:13,2026-05-27 00:10:04
String,FX_02,0.0,0.21,0.21,/warp 1,8551 -31 -2040,2026-05-31 21:54:13,2026-05-27 00:10:02
String,FX_02,0.0,0.21,0.21,/warp 1,8551 -31 -2040,2026-05-31 21:54:13,2026-05-27 00:08:49
String,FX_02,0.0,0.21,0.21,/warp 1,8551 -33 -2041,2026-05-31 21:55:17,2026-05-27 00:08:49
String,FX_02,0.0,0.21,0.21,/warp 1,8551 -33 -2041,2026-05-31 21:55:17,2026-05-27 00:08:50
String,FX_02,0.0,0.21,0.21,/warp 1,8551 -33 -2041,2026-05-31 21:55:17,2026-05-27 00:08:51
Arrow,FX_02,0.0,0.21,0.21,/warp 1,8571 -31 -2045,2026-06-01 17:34:30,2026-05-27 00:04:04
Arrow,FX_02,0.0,0.21,0.21,/warp 1,8571 -31 -2045,2026-06-01 17:34:30,2026-05-27 00:04:05
Arrow,FX_02,0.0,0.21,0.21,/warp 1,8571 -31 -2045,2026-06-01 17:34:30,2026-05-27 00:04:06
Arrow,FX_02,0.0,0.21,0.21,/warp 1,8571 -31 -2045,2026-06-01 17:34:30,2026-05-27 00:04:07
Arrow,FX_02,0.0,0.21,0.21,/warp 1,8571 -31 -2045,2026-06-01 17:34:30,2026-05-27 00:04:08
String,FX_02,0.0,0.21,0.21,/warp 1,8551 -31 -2041,2026-05-31 21:55:29,2026-05-27 00:08:49
String,FX_02,0.0,0.21,0.21,/warp 1,8551 -31 -2041,2026-05-31 21:55:29,2026-05-27 00:08:50
String,FX_02,0.0,0.21,0.21,/warp 1,8551 -31 -2041,2026-05-31 21:55:29,2026-05-27 00:08:51
String,FX_02,0.0,0.21,0.21,/warp 1,8551 -31 -2041,2026-05-31 21:55:29,2026-05-27 00:08:52
String,FX_02,0.0,0.21,0.21,/warp 1,8551 -31 -2041,2026-05-31 21:55:29,2026-05-27 00:08:53
String,FX_02,0.0,0.21,0.21,/warp 1,8551 -31 -2041,2026-05-31 21:55:29,2026-05-27 00:08:53
String,FX_02,0.0,0.21,0.21,/warp 1,8551 -31 -2040,2026-05-31 21:54:13,2026-05-27 00:10:05
String,FX_02,0.0,0.21,0.21,/warp 1,8551 -31 -2040,2026-05-31 21:54:13,2026-05-27 00:10:06
Arrow,FX_02,0.0,0.21,0.21,/warp 1,8571 -31 -2044,2026-06-01 17:34:35,2026-05-27 00:04:08
String,FX_02,0.0,0.21,0.21,/warp 1,8551 -31 -2040,2026-05-31 21:54:13,2026-05-27 00:08:54
String,FX_02,0.0,0.21,0.21,/warp 1,8551 -31 -2040,2026-05-31 21:54:13,2026-05-27 00:08:53
String,FX_02,0.0,0.21,0.21,/warp 1,8551 -31 -2040,2026-05-31 21:54:13,2026-05-27 00:08:53
String,FX_02,0.0,0.21,0.21,/warp 1,8551 -31 -2040,2026-05-31 21:54:13,2026-05-27 00:08:52
String,FX_02,0.0,0.21,0.21,/warp 1,8551 -31 -2040,2026-05-31 21:54:13,2026-05-27 00:08:51
String,FX_02,0.0,0.21,0.21,/warp 1,8551 -31 -2040,2026-05-31 21:54:13,2026-05-27 00:08:50
String,FX_02,0.0,0.21,0.21,/warp 1,8551 -33 -2041,2026-05-31 21:55:17,2026-05-27 00:08:57
String,FX_02,0.0,0.21,0.21,/warp 1,8551 -33 -2041,2026-05-31 21:55:17,2026-05-27 00:08:58
String,FX_02,0.0,0.21,0.21,/warp 1,8551 -33 -2041,2026-05-31 21:55:17,2026-05-27 00:10:02
String,FX_02,0.0,0.21,0.21,/warp 1,8551 -33 -2041,2026-05-31 21:55:17,2026-05-27 00:10:03
String,FX_02,0.0,0.21,0.21,/warp 1,8551 -33 -2041,2026-05-31 21:55:17,2026-05-27 00:10:04
String,FX_02,0.0,0.21,0.21,/warp 1,8551 -33 -2041,2026-05-31 21:55:17,2026-05-27 00:10:04
String,FX_02,0.0,0.21,0.21,/warp 1,8551 -33 -2041,2026-05-31 21:55:17,2026-05-27 00:10:05
String,FX_02,0.0,0.21,0.21,/warp 1,8551 -33 -2041,2026-05-31 21:55:17,2026-05-27 00:10:06
String,FX_02,0.0,0.21,0.21,/warp 1,8551 -31 -2040,2026-05-31 21:54:13,2026-05-27 00:08:55
String,FX_02,0.0,0.21,0.21,/warp 1,8551 -31 -2040,2026-05-31 21:54:13,2026-05-27 00:08:56
String,FX_02,0.0,0.21,0.21,/warp 1,8551 -32 -2041,2026-05-31 21:55:23,2026-05-27 00:10:04
String,FX_02,0.0,0.21,0.21,/warp 1,8551 -32 -2041,2026-05-31 21:55:23,2026-05-27 00:10:05
String,FX_02,0.0,0.21,0.21,/warp 1,8551 -32 -2041,2026-05-31 21:55:23,2026-05-27 00:10:06
String,FX_02,0.0,0.21,0.21,/warp 1,8551 -31 -2041,2026-05-31 21:55:29,2026-05-27 00:10:05
String,FX_02,0.0,0.21,0.21,/warp 1,8551 -31 -2041,2026-05-31 21:55:29,2026-05-27 00:10:06
String,FX_02,0.0,0.21,0.21,/warp 1,8551 -30 -2040,2026-05-31 21:55:35,2026-05-27 00:08:49
String,FX_02,0.0,0.21,0.21,/warp 1,8551 -30 -2040,2026-05-31 21:55:35,2026-05-27 00:08:50
String,FX_02,0.0,0.21,0.21,/warp 1,8551 -30 -2040,2026-05-31 21:55:35,2026-05-27 00:08:51
String,FX_02,0.0,0.21,0.21,/warp 1,8551 -30 -2040,2026-05-31 21:55:35,2026-05-27 00:08:52
String,FX_02,0.0,0.21,0.21,/warp 1,8551 -30 -2040,2026-05-31 21:55:35,2026-05-27 00:08:53
String,FX_02,0.0,0.21,0.21,/warp 1,8551 -30 -2040,2026-05-31 21:55:35,2026-05-27 00:08:53
String,FX_02,0.0,0.21,0.21,/warp 1,8551 -30 -2040,2026-05-31 21:55:35,2026-05-27 00:08:54
String,FX_02,0.0,0.21,0.21,/warp 1,8551 -33 -2041,2026-05-31 21:55:17,2026-05-27 00:08:53
String,FX_02,0.0,0.21,0.21,/warp 1,8551 -33 -2041,2026-05-31 21:55:17,2026-05-27 00:08:54
String,FX_02,0.0,0.21,0.21,/warp 1,8551 -33 -2041,2026-05-31 21:55:17,2026-05-27 00:08:55
String,FX_02,0.0,0.21,0.21,/warp 1,8551 -33 -2041,2026-05-31 21:55:17,2026-05-27 00:08:56
String,FX_02,0.0,0.21,0.21,/warp 1,8551 -33 -2041,2026-05-31 21:55:17,2026-05-27 00:08:56
String,FX_02,0.0,0.21,0.21,/warp 1,8551 -30 -2040,2026-05-31 21:55:35,2026-05-27 00:10:02
String,FX_02,0.0,0.21,0.21,/warp 1,8551 -30 -2040,2026-05-31 21:55:35,2026-05-27 00:10:03
String,FX_02,0.0,0.21,0.21,/warp 1,8551 -30 -2040,2026-05-31 21:55:35,2026-05-27 00:10:04
String,FX_02,0.0,0.21,0.21,/warp 1,8551 -30 -2040,2026-05-31 21:55:35,2026-05-27 00:10:04
String,FX_02,0.0,0.21,0.21,/warp 1,8551 -30 -2040,2026-05-31 21:55:35,2026-05-27 00:10:05
String,FX_02,0.0,0.21,0.21,/warp 1,8551 -30 -2040,2026-05-31 21:55:35,2026-05-27 00:10:06
String,FX_02,0.0,0.21,0.21,/warp 1,8551 -30 -2041,2026-05-31 21:55:38,2026-05-27 00:08:49
String,FX_02,0.0,0.21,0.21,/warp 1,8551 -30 -2041,2026-05-31 21:55:38,2026-05-27 00:08:50
String,FX_02,0.0,0.21,0.21,/warp 1,8551 -30 -2041,2026-05-31 21:55:38,2026-05-27 00:08:51
String,FX_02,0.0,0.21,0.21,/warp 1,8551 -31 -2041,2026-05-31 21:55:29,2026-05-27 00:08:58
String,FX_02,0.0,0.21,0.21,/warp 1,8551 -31 -2041,2026-05-31 21:55:29,2026-05-27 00:10:02
String,FX_02,0.0,0.21,0.21,/warp 1,8551 -31 -2041,2026-05-31 21:55:29,2026-05-27 00:10:03
String,FX_02,0.0,0.21,0.21,/warp 1,8551 -31 -2041,2026-05-31 21:55:29,2026-05-27 00:10:04
String,FX_02,0.0,0.21,0.21,/warp 1,8551 -31 -2041,2026-05-31 21:55:29,2026-05-27 00:10:04
String,FX_02,0.0,0.21,0.21,/warp 1,8551 -30 -2041,2026-05-31 21:55:38,2026-05-27 00:08:56
String,FX_02,0.0,0.21,0.21,/warp 1,8551 -30 -2041,2026-05-31 21:55:38,2026-05-27 00:08:56
String,FX_02,0.0,0.21,0.21,/warp 1,8551 -30 -2041,2026-05-31 21:55:38,2026-05-27 00:08:57
String,FX_02,0.0,0.21,0.21,/warp 1,8551 -30 -2041,2026-05-31 21:55:38,2026-05-27 00:08:58
String,FX_02,0.0,0.21,0.21,/warp 1,8551 -30 -2041,2026-05-31 21:55:38,2026-05-27 00:10:02
String,FX_02,0.0,0.21,0.21,/warp 1,8551 -30 -2041,2026-05-31 21:55:38,2026-05-27 00:10:03
String,FX_02,0.0,0.21,0.21,/warp 1,8551 -30 -2041,2026-05-31 21:55:38,2026-05-27 00:10:04
String,FX_02,0.0,0.21,0.21,/warp 1,8551 -30 -2041,2026-05-31 21:55:38,2026-05-27 00:10:04
String,FX_02,0.0,0.21,0.21,/warp 1,8551 -30 -2041,2026-05-31 21:55:38,2026-05-27 00:10:05
String,FX_02,0.0,0.21,0.21,/warp 1,8551 -30 -2041,2026-05-31 21:55:38,2026-05-27 00:10:06
String,FX_02,0.0,0.21,0.21,/warp 1,8551 -30 -2040,2026-05-31 21:55:35,2026-05-27 00:08:55
String,FX_02,0.0,0.21,0.21,/warp 1,8551 -30 -2040,2026-05-31 21:55:35,2026-05-27 00:08:56
String,FX_02,0.0,0.21,0.21,/warp 1,8551 -30 -2040,2026-05-31 21:55:35,2026-05-27 00:08:56
String,FX_02,0.0,0.21,0.21,/warp 1,8551 -30 -2040,2026-05-31 21:55:35,2026-05-27 00:08:57
