Item,Quantity,Sell_Price,Buy_Price,Profit_Per_Item,Total_Profit,Seller,Seller_Warp,Seller_Stock,Buyer,Buyer_Warp,Buyer_Stock,Seller_Location,Buyer_Location,Seller_Timestamp,Buyer_Timestamp
Cobbled Deepslate,1110,1.0,1.5,0.5,555.0,celticpiping,/warp celt,3456,__leas__,/warp buying blocks,3456,4729 -46 -13277,-2645 65 -10872,2026-08-08 11:49:03,2026-05-28 23:36:11
Cobbled Deepslate,1110,1.0,1.5,0.5,555.0,celticpiping,/warp celt,3456,__leas__,/warp buying blocks,3456,4729 -44 -13279,-2645 64 -10872,2026-08-08 11:49:05,2026-05-28 23:36:12
Pale Oak Sapling,158,4.0,7.5,3.5,553.0,czsunny12,/warp czshop,158,FX_02,/warp 1,2788,7466 66 -10093,8591 -43 -2004,2026-05-27 11:33:14,2026-05-26 23:57:45
Book,65,1.5,10.0,8.5,552.5,midwu,/warp panda,65,Effortles,/warp sale,3456,15666 71 11979,-13446 -5 4367,2026-08-07 08:14:57,2026-07-05 11:21:12
Sand,551,3.0,4.0,1.0,551.0,MatsmitGlatz,/warp blockmart,1489,Dwarffles,/warp bulk sell,1392,12414 75 -9897,-4013 117 12338,2026-08-08 11:30:40,2026-08-08 11:14:24
Lever,1086,2.0,2.5,0.5,543.0,Exestive,/warp luxeria,1086,FX_02,/warp 1,2940,9832 167 16226,8588 -36 -2004,2026-05-29 00:47:19,2026-05-26 23:55:18
Cherry Leaves,361,1.5,3.0,1.5,541.5,Harmony_Gold_,/warp wood shop,361,AKoopa,/warp koopa,3456,-6165 28 1449,13310 115 -6494,2026-05-29 12:43:29,2026-05-30 10:27:32
Deepslate,1078,1.0,1.5,0.5,539.0,Melody_Melon_,/warp celt,1078,Crazy69,/warp crazysshop,3456,4767 -49 -13376,-11783 65 15208,2026-08-08 11:54:40,2026-08-07 08:27:19
Block of Bamboo,269,1.0,3.0,2.0,538.0,Ayame989,/warp village hall,269,kaaip,/warp one,640,-9077 70 13795,4235 152 6862,2026-05-29 12:29:34,2026-05-29 10:57:25
Feather,542,0.01,1.0,0.99,536.58,Hobosapian,/warp shopbo,1509,FX_02,/warp 1,542,14615 75 -1407,8595 -37 -2020,2026-08-08 11:16:21,2026-05-26 23:56:43
Glow Ink Sac,89,2.0,8.0,6.0,534.0,Hobosapian,/warp shopbo,1760,Effortles,/warp sale,97,14616 75 -1402,-13443 -5 4372,2026-08-08 11:24:23,2026-08-08 11:24:36
Tuff,530,3.0,4.0,1.0,530.0,emattj1s,/warp hideout,3456,SerSicerio,/warp serstore,3456,-14430 -25 -322,-17617 159 18769,2026-08-01 22:47:47,2026-08-07 08:16:39
Block of Bamboo,1055,2.0,2.5,0.5,527.5,Chijoku,/warp chi,1055,will1608,/warp shopwill,3456,-11715 133 -10133,16744 73 -16838,2026-05-29 00:04:03,2026-05-29 11:43:25
Cherry Sapling,209,5.0,7.5,2.5,522.5,Exestive,/warp luxeria,415,Killablob,/warp killashop,3456,9832 175 16216,11575 72 -5273,2026-05-29 00:47:49,2026-05-30 11:12:44
Glass,521,4.0,5.0,1.0,521.0,MatsmitGlatz,/warp blockmart,521,Crazy69,/warp crazysshop,1608,12391 75 -9893,-11728 65 15198,2026-08-08 11:29:44,2026-08-07 08:29:00
Obsidian,52,30.0,40.0,10.0,520.0,DaftWeevil2996,/warp ocean city shop,52,AKoopa,/warp koopa,3456,-18209 42 17970,13254 115 -6494,2026-07-01 21:29:32,2026-06-23 00:48:02
Birch Log,259,4.0,6.0,2.0,518.0,celticpiping,/warp celt,259,Effortles,/warp sale,3456,4757 -44 -13218,-13430 -4 4375,2026-08-08 11:44:03,2026-05-29 11:28:53
Cherry Sapling,206,5.0,7.5,2.5,515.0,Exestive,/warp luxeria,415,FX_02,/warp 1,506,9832 175 16216,8592 -42 -2004,2026-05-29 00:47:49,2026-05-26 23:57:43
Pale Oak Sapling,205,5.0,7.5,2.5,512.5,Exestive,/warp luxeria,205,Killablob,/warp killashop,3456,9832 176 16216,11575 72 -5274,2026-05-29 00:47:50,2026-05-30 11:12:45
Basalt,256,3.0,5.0,2.0,512.0,TurtylBro,/warp netherite,256,saltzi,/warp villager trading hall,3456,6856 40 10855,7129 33 12217,2026-05-29 10:35:58,2026-05-29 12:31:10
Iron Ore,51,20.0,30.0,10.0,510.0,RubberDucky7474,/warp nethersunny,51,SerSicerio,/warp serstore,3456,14236 68 3605,-17664 159 18759,2026-05-29 10:38:30,2026-08-07 08:18:52
Packed Ice,506,5.0,6.0,1.0,506.0,will1608,/warp shopwill,3456,SerSicerio,/warp serstore,3456,16752 72 -16857,-17617 159 18774,2026-05-29 11:42:38,2026-08-07 08:16:43
Raw Copper,220,4.0,6.3,2.3,505.99999999999994,emattj1s,/warp hideout,220,Effortles,/warp sale,3456,-14397 -24 -326,-13436 -6 4400,2026-08-01 22:48:52,2026-05-29 11:29:24
Netherrack,624,0.45,1.26,0.81,505.44000000000005,glossycherry,/warp cherry shop,624,Allyri,/warp ri,3456,-12100 9 178,-5263 175 -4808,2026-05-29 00:01:04,2026-05-29 11:21:09
Pale Oak Sapling,144,4.0,7.5,3.5,504.0,Alisa12345,/warp shrimp shop,144,FX_02,/warp 1,2788,-7100 114 -17576,8591 -43 -2004,2026-05-29 11:44:23,2026-05-26 23:57:45
End Rod,395,3.75,5.0,1.25,493.75,Harmony_Gold_,/warp wood shop,395,Effortles,/warp sale,3456,-6139 25 1438,-13453 -5 4395,2026-05-29 12:42:39,2026-05-29 11:27:27
Sunny Chestplate,7,50.0,120.0,70.0,490.0,Hobosapian,/warp shopbo,11,AKoopa,/warp koopa,27,14601 77 -1410,13252 114 -6461,2026-07-08 23:45:52,2026-05-30 10:21:06
Rooted Dirt,193,10.0,12.5,2.5,482.5,_ZippyCastle5557,/warp zippytrial,193,FX_02,/warp 1,347,-2029 -20 1327,8595 -40 -2020,2026-08-16 14:52:52,2026-05-26 23:59:12
Dark Oak Log,160,2.0,5.0,3.0,480.0,Ayame989,/warp village hall,160,Effortles,/warp sale,1207,-9077 70 13785,-13430 -4 4374,2026-05-29 12:29:39,2026-05-29 11:28:54
Melon,657,2.0,2.73,0.73,479.61,_ZippyCastle5557,/warp zippytrial,657,Allyri,/warp ri,3456,-2030 -20 1292,-5236 172 -4853,2026-08-16 14:50:03,2026-05-29 11:22:16
Tuff,474,3.0,4.0,1.0,474.0,Hobosapian,/warp shopbo,474,SerSicerio,/warp serstore,3456,14596 77 -1413,-17617 159 18769,2026-07-08 23:45:34,2026-08-07 08:16:39
Iron Ingot,63,0.0,7.5,7.5,472.5,TurtylBro,/warp free iron,63,FX_02,/warp 1,368,-18683 63 7372,8601 -42 -2010,2026-05-29 00:34:32,2026-06-23 23:35:43
Sand,472,3.0,4.0,1.0,472.0,Hobosapian,/warp shopbo,2386,Dwarffles,/warp bulk sell,3456,14596 75 -1412,-4013 117 12336,2026-07-08 23:45:22,2026-08-08 11:14:21
Acacia Sapling,188,5.0,7.5,2.5,470.0,Exestive,/warp luxeria,188,FX_02,/warp 1,1846,9832 177 16216,8594 -43 -2004,2026-05-29 00:47:50,2026-05-26 23:57:31
Feather,1354,0.0,0.34,0.34,460.36,FX_02,/warp sell me ores,3456,__server__,/shop,999999,-10033 133 3509,SERVER_SELL_MOBDROPS,2026-05-29 11:33:38,2026-08-16 13:47:39
Tinted Glass,46,5.0,15.0,10.0,460.0,Ayame989,/warp village hall,46,Effortles,/warp sale,3456,-9084 67 13800,-13447 -5 4372,2026-05-29 12:27:41,2026-07-05 23:16:44
Lapis Lazuli,287,3.5,5.1,1.5999999999999996,459.1999999999999,RubberDucky7474,/warp nethersunny,287,__server__,/shop,999999,14237 68 3602,SERVER_SELL_MINEABLES,2026-05-29 10:38:28,2026-08-16 13:47:35
Soul Lantern,101,3.5,8.0,4.5,454.5,Hobosapian,/warp shopbo,101,Effortles,/warp sale,627,14620 77 -1416,-13458 -5 4395,2026-08-08 11:16:05,2026-08-08 11:34:20
Arrow,1420,0.0,0.32,0.32,454.40000000000003,FX_02,/warp 1,1420,kaaip,/warp one,3456,8571 -33 -2044,4262 151 6813,2026-06-01 17:34:16,2026-05-29 10:48:56
Arrow,1414,0.0,0.32,0.32,452.48,FX_02,/warp 1,1414,kaaip,/warp one,3456,8571 -32 -2044,4266 151 6813,2026-06-01 17:34:21,2026-05-29 10:48:53
Arrow,1411,0.0,0.32,0.32,451.52,FX_02,/warp 1,1411,kaaip,/warp one,3456,8571 -31 -2044,4261 151 6813,2026-06-01 17:34:35,2026-05-29 10:48:57
Arrow,1408,0.0,0.32,0.32,450.56,FX_02,/warp 1,1408,kaaip,/warp one,3456,8571 -30 -2044,4263 151 6813,2026-06-01 17:34:40,2026-05-29 10:48:55
Splash Potion,6,50.0,125.0,75.0,450.0,Harmony_Gold_,/warp wood shop,14,FX_02,/warp 1,13,-6140 25 1449,8599 -30 -2004,2026-05-29 12:42:53,2026-05-26 23:50:31
Acacia Log,445,4.0,5.0,1.0,445.0,midwu,/warp panda,1277,FX_02,/warp 1,3456,15666 71 11965,8588 -43 -2004,2026-08-07 08:13:31,2026-05-26 23:57:47
Red Sand,444,2.0,3.0,1.0,444.0,Ayame989,/warp village hall,444,FX_02,/warp 1,1561,-9085 67 13800,8592 -41 -2020,2026-05-29 12:27:40,2026-05-26 23:59:01
Dirt,440,1.0,2.0,1.0,440.0,czsunny12,/warp czshop,2474,AKoopa,/warp koopa,440,7456 67 -10075,13291 115 -6493,2026-08-07 08:29:54,2026-05-30 10:25:29
Netherrack,1684,1.0,1.26,0.26,437.84000000000003,basilpesto17,/warp one,1684,Allyri,/warp ri,3119,4241 150 6867,-5263 174 -4806,2026-05-29 10:56:38,2026-05-29 11:21:08
Mushroom Stem,35,2.5,15.0,12.5,437.5,kiwi_241,/warp v.i.p room,35,Effortles,/warp sale,3456,-1417 63 -2522,-13468 -4 4391,2026-05-29 12:22:37,2026-05-29 11:30:36
Waxed Copper Bulb,29,5.0,20.0,15.0,435.0,Ayame989,/warp village hall,29,AKoopa,/warp koopa,1728,-9094 63 13786,13303 114 -6418,2026-05-29 12:27:55,2026-05-30 10:32:22
Jungle Sapling,173,5.0,7.5,2.5,432.5,_FireWilley,/warp wow,173,Killablob,/warp killashop,3456,18654 8 -7125,11575 72 -5270,2026-08-17 11:28:09,2026-05-30 11:12:42
Crimson Stem,108,6.0,10.0,4.0,432.0,emattj1s,/warp hideout,108,Polite_player,/warp sell materials,3456,-14396 -24 -341,-19266 71 9328,2026-08-01 23:28:02,2026-07-06 10:08:27
Calcite,428,4.0,5.0,1.0,428.0,_ZippyCastle5557,/warp zippytrial,428,Effortles,/warp sale,3456,-2016 -20 1305,-13467 -4 4400,2026-08-16 14:49:42,2026-05-29 11:30:06
Leather,848,1.0,1.5,0.5,424.0,_ZippyCastle5557,/warp zippytrial,1612,FX_02,/warp 1,848,-2054 -20 1276,8595 -36 -2020,2026-08-16 14:47:39,2026-05-26 23:56:40
Andesite,188,0.75,3.0,2.25,423.0,Alisa12345,/warp shrimp shop,188,SerSicerio,/warp serstore,3456,-7120 114 -17576,-17616 159 18753,2026-05-29 11:43:58,2026-08-07 08:17:37
Deepslate,844,1.0,1.5,0.5,422.0,celticpiping,/warp celt,844,Crazy69,/warp crazysshop,3456,4739 -46 -13272,-11783 65 15208,2026-08-08 11:48:37,2026-08-07 08:27:19
Tuff,205,2.0,4.0,2.0,410.0,Ayame989,/warp village hall,205,Effortles,/warp sale,3456,-9097 63 13800,-13442 -4 4362,2026-05-29 12:27:29,2026-08-16 14:33:23
Birch Sapling,74,2.0,7.5,5.5,407.0,Harmony_Gold_,/warp wood shop,74,FX_02,/warp 1,1458,-6177 28 1403,8594 -42 -2004,2026-05-29 12:33:50,2026-05-26 23:57:33
Cherry Log,405,4.0,5.0,1.0,405.0,_ZippyCastle5557,/warp zippytrial,405,Crazy69,/warp crazysshop,3456,-2090 -20 1282,-11762 65 15208,2026-08-16 14:46:13,2026-08-07 08:28:19
Lantern,269,3.5,5.0,1.5,403.5,Hobosapian,/warp shopbo,269,Killablob,/warp killashop,3456,14620 77 -1417,11575 72 -5246,2026-08-08 11:16:06,2026-05-30 10:37:04
Pumpkin,552,2.0,2.73,0.73,402.96,_FireWilley,/warp wow,552,Allyri,/warp ri,3456,18648 7 -7127,-5224 175 -4853,2026-08-17 11:27:55,2026-05-29 11:22:27
Sculk,401,1.0,2.0,1.0,401.0,celticpiping,/warp celt,3456,Effortles,/warp sale,401,4756 -44 -13284,-13430 -4 4384,2026-08-08 11:50:07,2026-05-29 11:29:04
Tuff,556,3.0,3.72,0.7200000000000002,400.3200000000001,czsunny12,/warp czshop,2880,Allyri,/warp ri,1728,7451 67 -10075,-5234 172 -4789,2026-08-07 08:29:57,2026-05-29 11:18:15
Mushroom Stem,40,5.0,15.0,10.0,400.0,Alisa12345,/warp shrimp shop,40,Effortles,/warp sale,3456,-7087 112 -17564,-13468 -4 4391,2026-05-29 11:44:55,2026-05-29 11:30:36
Spruce Leaves,396,2.0,3.0,1.0,396.0,Abbie_Kills,/warp decor,396,AKoopa,/warp koopa,3456,18590 22 1014,13325 115 -6491,2026-05-29 00:11:20,2026-05-30 10:27:55
String,1158,0.0,0.34,0.34,393.72,FX_02,/warp 1,1158,__server__,/shop,999999,8551 -32 -2041,SERVER_SELL_MOBDROPS,2026-05-31 21:55:23,2026-08-16 13:47:39
String,1158,0.0,0.34,0.34,393.72,FX_02,/warp 1,1158,__server__,/shop,999999,8551 -31 -2040,SERVER_SELL_MOBDROPS,2026-05-31 21:54:13,2026-08-16 13:47:39
String,1158,0.0,0.34,0.34,393.72,FX_02,/warp 1,1158,__server__,/shop,999999,8551 -31 -2041,SERVER_SELL_MOBDROPS,2026-05-31 21:55:29,2026-08-16 13:47:39
String,1155,0.0,0.34,0.34,392.70000000000005,FX_02,/warp 1,1155,__server__,/shop,999999,8551 -33 -2041,SERVER_SELL_MOBDROPS,2026-05-31 21:55:17,2026-08-16 13:47:39
String,1152,0.0,0.34,0.34,391.68,FX_02,/warp 1,1152,__server__,/shop,999999,8551 -30 -2040,SERVER_SELL_MOBDROPS,2026-05-31 21:55:35,2026-08-16 13:47:39
Redstone Dust,431,0.1,1.0,0.9,387.90000000000003,oliviakat123,/warp potions3,447,Crazy69,/warp crazysshop,3456,-17912 78 18899,-11784 65 15203,2026-05-29 11:11:25,2026-08-07 08:27:34
Andesite,1290,1.2,1.5,0.30000000000000004,387.00000000000006,Harmony_Gold_,/warp wood shop,2019,Crazy69,/warp crazysshop,3456,-6125 25 1416,-11781 65 15208,2026-05-29 12:41:58,2026-08-07 08:27:20
Granite,1284,1.2,1.5,0.30000000000000004,385.20000000000005,Harmony_Gold_,/warp wood shop,3390,Crazy69,/warp crazysshop,3456,-6125 28 1415,-11782 65 15208,2026-05-29 12:42:05,2026-08-07 08:27:19
Spectral Arrow,385,1.0,2.0,1.0,385.0,Harmony_Gold_,/warp wood shop,385,emattj1s,/warp hideout,1744,-6154 25 1442,-14421 -24 -330,2026-05-29 12:43:15,2026-08-01 22:43:22
Sugar Cane,382,0.5,1.5,1.0,382.0,iTzzMegawox,/warp fifodeals,2880,FX_02,/warp 1,382,-12645 -57 16125,8584 -35 -2018,2026-05-29 00:33:50,2026-05-26 23:56:10
Obsidian,38,30.0,40.0,10.0,380.0,Hobosapian,/warp shopbo,38,AKoopa,/warp koopa,3456,14597 75 -1402,13254 115 -6494,2026-07-08 23:45:59,2026-06-23 00:48:02
Azalea Leaves,377,2.0,3.0,1.0,377.0,tazrar,/warp farm stuff,377,AKoopa,/warp koopa,3456,17340 77 11889,13325 115 -6486,2026-05-29 00:32:02,2026-05-30 10:28:02
Cobblestone,188,1.0,3.0,2.0,376.0,Harmony_Gold_,/warp wood shop,188,SerSicerio,/warp serstore,3456,-6125 25 1420,-17616 159 18760,2026-05-29 12:41:59,2026-08-07 08:17:31
Book,75,5.0,10.0,5.0,375.0,tazrar,/warp farm stuff,75,Effortles,/warp sale,3456,17365 75 11899,-13446 -5 4367,2026-05-29 00:32:32,2026-07-05 11:21:12
Blue Ice,74,5.0,10.0,5.0,370.0,Killablob,/warp killashop,74,Allyri,/warp ri,3392,11521 70 -5229,-5263 172 -4804,2026-05-30 10:40:45,2026-05-29 11:21:06
Ochre Froglight,973,1.2,1.58,0.3800000000000001,369.7400000000001,AKoopa,/warp koopa,973,Allyri,/warp ri,3328,13260 114 -6493,-5263 174 -4844,2026-05-30 10:22:39,2026-05-29 11:21:44
Pale Oak Sapling,67,2.0,7.5,5.5,368.5,Abbie_Kills,/warp decor,67,FX_02,/warp 1,2788,18602 22 1007,8591 -43 -2004,2026-05-29 00:11:02,2026-05-26 23:57:45
Book,92,6.0,10.0,4.0,368.0,Crazy69,/warp trading,92,Effortles,/warp sale,3456,5648 74 1395,-13446 -5 4367,2026-07-11 10:09:05,2026-07-05 11:21:12
Acacia Sapling,147,5.0,7.5,2.5,367.5,_FireWilley,/warp wow,147,FX_02,/warp 1,1846,18654 9 -7125,8594 -43 -2004,2026-08-17 11:28:10,2026-05-26 23:57:31
Dirt,347,0.95,2.0,1.05,364.35,Harmony_Gold_,/warp wood shop,347,Effortles,/warp sale,3456,-6125 25 1404,-13446 -4 4362,2026-05-29 12:41:54,2026-05-29 11:31:22
Item Frame,144,2.5,5.0,2.5,360.0,Dwarffles,/warp lidl,2928,FX_02,/warp 1,144,-3923 155 12321,8597 -31 -2018,2026-05-29 00:42:01,2026-05-26 23:53:38
Magma Block,119,2.0,5.0,3.0,357.0,Ayame989,/warp village hall,119,SpaghettiPasta,/warp one,3392,-9076 63 13798,4231 152 6871,2026-05-29 12:27:14,2026-05-29 10:56:04
Warped Stem,178,8.0,10.0,2.0,356.0,Hobosapian,/warp shopbo,178,Polite_player,/warp sell materials,3456,14601 75 -1418,-19266 71 9325,2026-07-08 23:45:16,2026-07-06 10:08:24
Cherry Leaves,508,2.3,3.0,0.7000000000000002,355.6000000000001,kiwi_241,/warp v.i.p room,508,AKoopa,/warp koopa,3456,-1414 64 -2489,13310 115 -6494,2026-05-29 12:23:08,2026-05-30 10:27:32
Sunny Axe,5,50.0,120.0,70.0,350.0,Hobosapian,/warp shopbo,13,AKoopa,/warp koopa,5,14601 77 -1405,13255 114 -6452,2026-07-08 23:45:49,2026-05-30 10:20:57
Dark Oak Sapling,139,5.0,7.5,2.5,347.5,_FireWilley,/warp wow,139,Killablob,/warp killashop,3456,18654 8 -7127,11575 72 -5269,2026-08-17 11:28:06,2026-05-30 11:12:41
Steak,1728,0.0,0.2,0.2,345.6,Dwarffles,/warp lidl,3456,_RyanMC,/warp villager trading hall,1728,-3937 156 12320,7138 34 12226,2026-05-29 00:42:10,2026-05-29 12:31:50
Breeze Rod,3392,0.0,0.1,0.1,339.20000000000005,TycoRC,/warp xp grinder,3392,_ZippyCastle5557,/warp zippytrial,3456,-1711 51 3403,-2027 -18 1276,2026-05-30 13:38:28,2026-08-16 14:48:42
Red Dye,1694,0.3,0.5,0.2,338.8,BobGuy_,/warp celt,1694,_ZippyCastle5557,/warp zippytrial,2402,4819 -50 -13364,-2032 -18 1272,2026-08-08 11:53:28,2026-08-16 14:49:04
Bucket,168,8.0,10.0,2.0,336.0,czsunny12,/warp czshop,168,Effortles,/warp sale,864,7460 66 -10064,-13444 -5 4367,2026-08-07 08:31:21,2026-05-29 11:28:12
Raw Copper,258,5.0,6.3,1.2999999999999998,335.4,czsunny12,/warp czshop,258,Effortles,/warp sale,3456,7470 66 -10081,-13439 -6 4400,2026-08-07 08:30:39,2026-05-29 11:29:26
Spider Eye,1158,0.0,0.289,0.289,334.662,FX_02,/warp 1,1158,__server__,/shop,999999,8551 -33 -2045,SERVER_SELL_MOBDROPS,2026-05-31 21:56:06,2026-08-16 13:47:39
Spider Eye,1158,0.0,0.289,0.289,334.662,FX_02,/warp 1,1158,__server__,/shop,999999,8551 -32 -2045,SERVER_SELL_MOBDROPS,2026-05-31 21:56:10,2026-08-16 13:47:39
Cooked Mutton,667,0.0,0.5,0.5,333.5,Dwarffles,/warp lidl,792,_ZippyCastle5557,/warp zippytrial,3456,-3933 155 12319,-2022 -18 1292,2026-05-29 00:42:07,2026-08-16 14:50:19
Spider Eye,1152,0.0,0.289,0.289,332.928,FX_02,/warp 1,1152,__server__,/shop,999999,8551 -30 -2045,SERVER_SELL_MOBDROPS,2026-05-31 21:56:23,2026-08-16 13:47:39
Cobblestone,326,1.0,2.0,1.0,326.0,celticpiping,/warp celt,3456,MissLion1997,/warp blue,3456,4806 -43 -13257,-1823 73 6162,2026-08-08 11:40:26,2026-05-28 23:31:43
Cobblestone,326,1.0,2.0,1.0,326.0,celticpiping,/warp celt,3456,MissLion1997,/warp blue,3456,4806 -46 -13259,-1823 72 6162,2026-08-08 11:40:23,2026-05-28 23:31:44
Birch Log,325,4.0,5.0,1.0,325.0,_ZippyCastle5557,/warp zippytrial,1663,FX_02,/warp 1,1558,-2090 -20 1286,8588 -42 -2004,2026-08-16 14:46:10,2026-05-26 23:57:49
Tuff,325,3.0,4.0,1.0,325.0,_ZippyCastle5557,/warp zippytrial,325,Effortles,/warp sale,3456,-2016 -20 1281,-13442 -4 4362,2026-08-16 14:49:16,2026-08-16 14:33:23
Rabbit Hide,432,0.0,0.75,0.75,324.0,FX_02,/warp sell me ores,432,_ZippyCastle5557,/warp zippytrial,3456,-10042 133 3509,-2055 -18 1276,2026-05-29 11:33:31,2026-08-16 14:47:46
Dirt,322,1.0,2.0,1.0,322.0,czsunny12,/warp czshop,2474,AKoopa,/warp koopa,322,7456 67 -10075,13291 115 -6494,2026-08-07 08:29:54,2026-05-30 10:25:28
Tuff,128,1.5,4.0,2.5,320.0,LancedmitriIV,/warp nethersunny,128,SerSicerio,/warp serstore,3456,14226 77 3592,-17617 159 18769,2026-05-29 10:40:54,2026-08-07 08:16:39
Lily of the Valley,64,5.0,10.0,5.0,320.0,Exestive,/warp luxeria,64,Taytertot1298,/warp celt,320,9819 177 16229,4753 -49 -13328,2026-05-29 00:48:12,2026-08-08 11:52:01
Feather,967,0.01,0.34,0.33,319.11,Hobosapian,/warp shopbo,1509,__server__,/shop,999999,14615 75 -1407,SERVER_SELL_MOBDROPS,2026-08-08 11:16:21,2026-08-16 13:47:39
Spruce Sapling,127,5.0,7.5,2.5,317.5,_FireWilley,/warp wow,127,FX_02,/warp 1,3366,18654 9 -7126,8594 -41 -2004,2026-08-17 11:28:08,2026-05-26 23:57:35
Deepslate,156,1.0,3.0,2.0,312.0,celticpiping,/warp celt,284,SerSicerio,/warp serstore,3456,4731 -45 -13272,-17615 159 18752,2026-08-08 11:48:53,2026-06-06 10:44:20
Lapis Lazuli,148,3.0,5.1,2.0999999999999996,310.79999999999995,tazrar,/warp farm stuff,148,__server__,/shop,999999,17364 75 11899,SERVER_SELL_MINEABLES,2026-05-29 00:32:31,2026-08-16 13:47:35
Slime Block,31,15.0,25.0,10.0,310.0,Soup__booty,/warp soupshop,150,FX_02,/warp 1,31,9901 59 -12551,8599 -35 -2004,2026-05-29 11:50:22,2026-05-26 23:54:25
Deepslate Lapis Lazuli Ore,62,35.0,40.0,5.0,310.0,_ZippyCastle5557,/warp zippytrial,62,SerSicerio,/warp serstore,3456,-2045 -20 1296,-17675 159 18759,2026-08-16 14:50:36,2026-08-07 08:18:43
Acacia Sapling,47,1.2,7.5,6.3,296.09999999999997,kiwi_241,/warp v.i.p room,47,Killablob,/warp killashop,3456,-1433 63 -2524,11575 72 -5271,2026-05-29 12:22:25,2026-05-30 11:12:43
Red Concrete Powder,146,6.0,8.0,2.0,292.0,MatsmitGlatz,/warp blockmart,1439,Puppies75200,/warp sellconcrete,146,12417 75 -9893,5195 0 -13470,2026-08-08 11:31:10,2026-08-08 11:31:31
Book,58,5.0,10.0,5.0,290.0,celticpiping,/warp celt,58,Effortles,/warp sale,3456,4740 -44 -13248,-13446 -5 4367,2026-08-08 11:47:46,2026-07-05 11:21:12
Red Sand,576,2.0,2.5,0.5,288.0,Exestive,/warp luxeria,576,AKoopa,/warp koopa,3456,9815 168 16224,13253 115 -6479,2026-05-29 00:47:34,2026-05-30 10:21:49
Crimson Fungus,112,5.0,7.5,2.5,280.0,Abbie_Kills,/warp decor,112,Killablob,/warp killashop,3456,18598 22 965,11575 72 -5275,2026-05-29 00:13:26,2026-05-30 11:12:46
Splash Potion,11,100.0,125.0,25.0,275.0,emattj1s,/warp hideout,20,FX_02,/warp 1,23,-14424 -25 -340,8601 -31 -2005,2026-08-01 22:45:31,2026-05-26 23:50:27
Splash Potion,11,100.0,125.0,25.0,275.0,emattj1s,/warp hideout,12,FX_02,/warp 1,54,-14421 -24 -341,8591 -32 -2004,2026-08-01 22:45:39,2026-05-26 23:51:10
Rooted Dirt,32,4.0,12.5,8.5,272.0,tazrar,/warp farm stuff,32,FX_02,/warp 1,347,17362 70 11829,8595 -40 -2020,2026-05-29 00:27:38,2026-05-26 23:59:12
Bone Block,537,1.0,1.5,0.5,268.5,basilpesto17,/warp one,537,Effortles,/warp sale,2856,4237 150 6867,-13466 -4 4400,2026-05-29 10:56:36,2026-05-29 11:30:06
Armadillo Scute,76,1.5,5.0,3.5,266.0,Hobosapian,/warp shopbo,1728,Killablob,/warp killashop,76,14615 77 -1403,11508 72 -5249,2026-08-08 11:16:42,2026-05-30 13:36:02
Sugar Cane,528,1.0,1.5,0.5,264.0,Abbie_Kills,/warp decor,528,Dwarffles,/warp bulk sell,3456,18582 28 959,-4016 118 12333,2026-05-29 00:16:33,2026-08-08 11:14:13
Mangrove Log,40,6.0,12.5,6.5,260.0,Alisa12345,/warp shrimp shop,40,FX_02,/warp 1,2881,-7087 112 -17567,8584 -43 -2006,2026-05-29 11:44:51,2026-05-26 23:58:02
Name Tag,4,35.0,100.0,65.0,260.0,Soup__booty,/warp soupshop,4,FX_02,/warp 1,539,9881 61 -12549,8597 -31 -2012,2026-05-29 11:49:46,2026-05-26 23:53:54
Red Sand,519,2.0,2.5,0.5,259.5,_ZippyCastle5557,/warp zippytrial,519,AKoopa,/warp koopa,3456,-2023 -20 1327,13253 115 -6479,2026-08-16 14:52:48,2026-05-30 10:21:49
Baked Potato,1728,0.0,0.15,0.15,259.2,Hobosapian,/warp shopbo,2561,saltzi,/warp villager trading hall,1728,14617 75 -1418,7141 34 12226,2026-08-08 11:15:31,2026-05-29 12:31:47
Deepslate,128,1.0,3.0,2.0,256.0,celticpiping,/warp celt,284,SerSicerio,/warp serstore,3456,4731 -45 -13272,-17616 159 18750,2026-08-08 11:48:53,2026-08-07 08:17:39
Paper,255,0.5,1.5,1.0,255.0,FifoTheBoss,/warp fifodeals,255,FX_02,/warp 1,3456,-12642 -58 16125,8584 -36 -2018,2026-05-29 00:33:51,2026-05-26 23:56:09
Wheat Seeds,637,0.1,0.5,0.4,254.8,Harmony_Gold_,/warp wood shop,1480,FX_02,/warp 1,637,-6176 25 1449,8584 -36 -2012,2026-05-29 12:43:39,2026-05-26 23:55:54
Granite,508,1.0,1.5,0.5,254.0,celticpiping,/warp celt,2236,Crazy69,/warp crazysshop,3456,4806 -46 -13264,-11782 65 15208,2026-08-08 11:40:17,2026-08-07 08:27:19
Netherrack,974,1.0,1.26,0.26,253.24,emattj1s,/warp hideout,3456,Allyri,/warp ri,3119,-14421 -25 -322,-5263 174 -4806,2026-08-01 22:47:37,2026-05-29 11:21:08
Warped Stem,252,9.0,10.0,1.0,252.0,_ZippyCastle5557,/warp zippytrial,252,Polite_player,/warp sell materials,3456,-2090 -20 1279,-19266 71 9325,2026-08-16 14:46:15,2026-07-06 10:08:24
